,total_tweets,avg_tweet_length,avg_sentiment,activity_duration,degree,rumor_ratio,events,neighbors,rumor_tweets,non_rumor_tweets,total_tweets
77943492,5,99.4,-0.28253487348556516,2220769.0,4,0.4,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""15400294"", ""532779460"", ""7702542"", ""1269181292""]",2,3,5
285693924,6,56.833333333333336,0.05147409439086914,6739875.0,5,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""407779393"", ""532779460"", ""1169109691"", ""2924591292"", ""458008892""]",0,6,6
22819351,5,118.4,-0.023969745635986327,12633189.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""20639175"", ""215694545"", ""15279429"", ""12811952""]",0,5,5
2457682945,2,91.5,-0.22664359211921692,6740184.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""220081875"", ""5402612""]",0,2,2
41204528,2,106.5,0.08461380004882812,12597436.0,20,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""218272201"", ""2961649574"", ""221543326"", ""326583197"", ""201732018"", ""382766279"", ""805430684"", ""58580535"", ""2495613440"", ""71103637"", ""2462785775"", ""2696931547"", ""28046447"", ""503975884"", ""247334850"", ""2880020654"", ""90158041"", ""1623513836"", ""2306521326"", ""26960518""]",0,2,2
34698912,2,89.0,-0.5976800918579102,6729368.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""14293310"", ""18217574""]",1,1,2
89502079,2,135.5,-0.1629531979560852,2086240.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""37874853"", ""14293310""]",1,1,2
20727451,4,46.75,0.021269232034683228,2161118.0,4,0.25,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""972651"", ""15012486"", ""14293310"", ""22650211""]",1,3,4
2172659323,2,70.0,0.1408253312110901,2147136.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""18424289"", ""2461887810""]",0,2,2
1602656936,2,119.5,-0.4610474109649658,12756099.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""183341278"", ""15995155""]",0,2,2
1523383896,2,117.5,0.41111087799072266,2134653.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""16343974"", ""92242282""]",1,1,2
52557443,2,78.0,0.09271907806396484,6470245.0,12,0.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""75794152"", ""45876164"", ""38166456"", ""2933454641"", ""2212926706"", ""210221037"", ""1462638932"", ""218824250"", ""2878365920"", ""431686303"", ""9507342"", ""1252082678""]",0,2,2
101202244,2,84.5,-0.518887460231781,6475532.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""2280470022"", ""38291055""]",1,1,2
1648568587,7,68.85714285714286,-0.14920043093817575,2092127.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1960878613"", ""17537467"", ""292777349"", ""111250814""]",0,7,7
593604107,2,60.0,0.3187374472618103,7590765.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ebola-essien-all-rnr-threads""]","[""1262229906"", ""138749160""]",1,1,2
2861194665,4,122.75,-0.5131509155035019,2082131.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""15439395"", ""87416722"", ""374712154""]",0,4,4
1857982483,12,111.0,-0.3846215655406316,6816356.0,6,0.4166666666666667,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1877831"", ""34310801"", ""2097571"", ""1367531"", ""16525194"", ""76858507""]",5,7,12
2738912233,2,114.5,-0.6423378586769104,2070467.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1877831"", ""807095""]",0,2,2
930963812,2,35.0,-0.14066475629806519,13003925.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""5513002"", ""428333""]",0,2,2
2423599832,2,59.5,0.20837366580963135,6737836.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""1367531"", ""428333""]",1,1,2
2222065434,2,103.5,-0.23221129179000854,2129972.0,1,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""428333""]",0,2,2
2288286954,3,38.0,-0.18444353342056274,12766275.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""244452760"", ""16973333""]",0,3,3
426561297,4,85.75,-0.38122905790805817,2129278.0,3,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""16973333"", ""742143"", ""374712154""]",2,2,4
26550151,6,100.0,-0.3513186077276866,2118895.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""169844049"", ""15754281"", ""282977213"", ""43568964""]",0,6,6
23262069,3,142.0,-0.5860065420468649,12827667.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""232235048"", ""87818409"", ""14849562""]",0,3,3
29283,2,131.5,0.26660192012786865,12857271.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""121817564"", ""14090948""]",0,2,2
506958753,3,120.66666666666667,-0.31374913454055786,12758523.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""11265832"", ""1877831"", ""19259102""]",0,3,3
22096507,3,133.0,-0.7029771407445272,6719730.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""14138785"", ""1634077976"", ""1877831""]",1,2,3
737304938,7,65.0,-0.3251991186823164,13089019.0,6,0.14285714285714285,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""1877831"", ""15951166"", ""61149653"", ""5513002"", ""325265073"", ""414488432""]",1,6,7
67197351,2,115.0,0.31058454513549805,2108941.0,24,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2871419496"", ""1386106560"", ""2556184104"", ""254299214"", ""236644479"", ""1437521503"", ""2809308063"", ""414241777"", ""90814009"", ""2874478519"", ""245498894"", ""2738332984"", ""506449640"", ""2878798384"", ""1713079837"", ""276721626"", ""23554648"", ""52396489"", ""331975264"", ""161026267"", ""373725327"", ""219158202"", ""29803990"", ""150711897""]",0,2,2
1666280082,15,96.8,-0.14902561902999878,2076749.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""618972073"", ""87818409"", ""51241574""]",0,15,15
1458557011,2,139.5,-0.4981515407562256,12942439.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""16589206"", ""14722589""]",0,2,2
25675905,2,136.0,-0.22057664394378662,2075533.0,10,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""185062591"", ""47921034"", ""263745551"", ""2905442233"", ""978063000"", ""369430275"", ""2318883571"", ""2285858051"", ""2887520353"", ""524875121""]",0,2,2
2242637850,3,90.66666666666667,-0.496172567208608,2114655.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""17537467"", ""47685065""]",0,3,3
1614088758,5,86.8,-0.4000972151756287,2123709.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""60937837"", ""47685065""]",0,5,5
1531465705,2,114.0,0.3150746822357178,2078335.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""47685065"", ""2574072036""]",0,2,2
1561413559,2,121.5,-0.2153203785419464,2076604.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1367531"", ""5402612""]",0,2,2
390576798,5,90.4,-0.18306365013122558,12785852.0,5,0.4,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""111157878"", ""109065990"", ""718612494"", ""9507342"", ""5402612""]",2,3,5
289732005,2,137.5,-0.2504364848136902,2101899.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2097571"", ""153029181""]",0,2,2
502510877,2,132.5,-0.4142181873321533,13022878.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""5513002"", ""60296618""]",0,2,2
26156936,2,40.5,-0.1135450005531311,6598640.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""182251918"", ""3108351""]",0,2,2
173720699,3,140.0,-0.41504067182540894,6817133.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""3108351"", ""14138785"", ""807095""]",1,2,3
469845522,5,84.6,-0.24176148176193238,12363965.0,5,0.4,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""16973333"", ""148116121"", ""33946296"", ""50657158"", ""1735194972""]",2,3,5
18102864,3,58.666666666666664,-0.3421304225921631,12636576.0,2,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""23569016"", ""16031927""]",2,1,3
334389274,2,126.0,-0.5029341876506805,6752477.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""23569016"", ""14216661""]",0,2,2
245200769,2,68.5,0.2550165057182312,12623926.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""373783051"", ""23569016""]",1,1,2
14677919,3,127.0,-0.2267815669377645,19292161.0,21,0.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""26016523"", ""713218818"", ""134106940"", ""1444790491"", ""1109685884"", ""3101709250"", ""465514030"", ""2174025815"", ""2478883562"", ""249716754"", ""312291066"", ""111319219"", ""2813685018"", ""18259520"", ""28848420"", ""2968626767"", ""404292555"", ""129636453"", ""64020370"", ""288231375"", ""14429327""]",0,3,3
38124709,3,41.0,-0.12779698769251505,12924572.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""18066812"", ""9890492"", ""255527829""]",0,3,3
184599763,20,115.15,-0.13855717182159427,12706454.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""200583835"", ""123979525"", ""382376904""]",0,20,20
462924454,2,89.0,0.00919315218925476,2119860.0,1,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""520011678""]",0,2,2
788018329,2,56.0,0.23745667934417725,5523988.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads""]","[""520011678"", ""635608354""]",1,1,2
255730745,14,99.78571428571429,-0.23632266691752843,12767611.0,5,0.42857142857142855,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""16184358"", ""1269181292"", ""7768402"", ""520011678"", ""16675569""]",6,8,14
63463165,8,123.0,0.06160593777894974,6741060.0,5,0.75,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""19636948"", ""272172091"", ""19038934"", ""759251"", ""39728435""]",6,2,8
1654442893,3,110.33333333333333,-0.30200767517089844,12840229.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""46549541"", ""807095""]",0,3,3
1373532835,2,67.5,-0.6183289587497711,2086936.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""14173315"", ""807095""]",1,1,2
16645396,6,81.5,-0.36493266622225445,6743238.0,5,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""47409343"", ""16184358"", ""8736882"", ""2467791"", ""203123011""]",4,2,6
1634077976,13,67.38461538461539,0.09383321725405179,19527372.0,31,0.38461538461538464,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""308174015"", ""26900055"", ""2249569357"", ""4207961"", ""2962279318"", ""1634077976"", ""1870811431"", ""946623726"", ""1413416460"", ""59106942"", ""26947929"", ""88494677"", ""2663033660"", ""465790247"", ""2899380339"", ""2528131686"", ""2273282888"", ""2171147042"", ""845997336"", ""34874047"", ""366538990"", ""133005157"", ""111579633"", ""2508619652"", ""954124423"", ""928053308"", ""1553039516"", ""373783051"", ""22096507"", ""228134082"", ""1924014294""]",5,8,13
2508619652,2,56.0,0.0831993818283081,6742840.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""1634077976"", ""6433472""]",0,2,2
95823753,3,115.66666666666667,-0.2598077456156413,12779666.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""1609475190"", ""13493302""]",0,3,3
93223589,2,143.0,-0.6150520443916321,6721054.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""24630719"", ""13493302""]",1,1,2
2580917595,17,104.05882352941177,-0.2098774839850033,2131183.0,2,0.058823529411764705,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""23818581"", ""292777349""]",1,16,17
2408067523,10,103.5,-0.38227717876434325,6830473.0,5,0.4,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""4970411"", ""380648579"", ""428333"", ""53789862"", ""5402612""]",4,6,10
2164996727,8,67.0,-0.2278197780251503,2118407.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""23465218"", ""2170265940""]",0,8,8
68729028,4,90.25,-0.24352002143859863,2096092.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""94816809"", ""53044031"", ""76858507""]",0,4,4
14427663,2,105.5,-0.01981806755065918,12758973.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""17060020"", ""495464885""]",0,2,2
6332882,2,136.5,-0.3980829119682312,2102256.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""17060020"", ""16589206""]",1,1,2
171393117,2,112.0,-0.6750952899456024,2131099.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""16012783"", ""60937837""]",0,2,2
32189808,3,101.0,-0.4734630584716797,6694550.0,2,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""1630896181"", ""17561562""]",1,2,3
920277535,2,49.0,-0.49899032711982727,2131174.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1630896181"", ""58360124""]",0,2,2
117477749,2,65.0,-0.14766061305999756,2081440.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1263706735"", ""47685065""]",0,2,2
5988062,4,137.25,0.015178173780441284,12795870.0,35,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""1902400610"", ""2796860460"", ""212099695"", ""149689622"", ""1000585567"", ""723049153"", ""2174951289"", ""1646380698"", ""756704442"", ""87985842"", ""290326947"", ""62818589"", ""345017819"", ""856482139"", ""36959224"", ""505592204"", ""604968039"", ""16071327"", ""2780648743"", ""700836830"", ""917988938"", ""2819572487"", ""128917051"", ""1667257460"", ""2573619805"", ""350042055"", ""156632677"", ""19867582"", ""270588444"", ""3331401"", ""467111044"", ""2404923614"", ""24367031"", ""5988062"", ""50014086""]",0,4,4
62818589,3,62.0,-0.3097987373669942,2100885.0,2,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2799960092"", ""5988062""]",2,1,3
50014086,25,121.24,-0.4655147433280946,12670130.0,4,0.28,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""5988062"", ""7587032"", ""2097571"", ""8736882""]",7,18,25
114533091,2,127.0,-0.5542326867580414,2088839.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""330906573"", ""46078438""]",0,2,2
1117363285,3,115.33333333333333,-0.28941933314005536,2074971.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1626294277"", ""64643056""]",0,3,3
53363343,2,135.5,-0.21424156427383423,2089767.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""16973333"", ""2461887810""]",0,2,2
518780169,2,109.5,0.001636505126953125,12704741.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""487600344"", ""7768402""]",0,2,2
5971922,3,131.66666666666666,-0.42499279975891113,12761830.0,21,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""118115770"", ""258551101"", ""2310314074"", ""2156961082"", ""2613825849"", ""2873434727"", ""754775250"", ""1190891329"", ""468379842"", ""251797076"", ""352394401"", ""202417232"", ""39517463"", ""117509232"", ""5971922"", ""2152748239"", ""13138812"", ""232372741"", ""35079852"", ""227827584"", ""1390847160""]",0,3,3
109986058,2,95.0,-0.514247715473175,6470331.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""1068121346"", ""428333""]",1,1,2
16992416,11,111.9090909090909,-0.4156775582920421,2120073.0,35,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""183278249"", ""187959550"", ""189756616"", ""1138527853"", ""65679618"", ""16851641"", ""2758744286"", ""2422329920"", ""281519746"", ""846309955"", ""907057602"", ""1072596854"", ""29913890"", ""559645321"", ""2412988327"", ""2273282888"", ""45450902"", ""60933564"", ""2828640809"", ""1633495021"", ""45512762"", ""402041234"", ""632540961"", ""342737639"", ""404481715"", ""562232794"", ""574031250"", ""896400632"", ""16703058"", ""2827694780"", ""117213468"", ""1552341818"", ""397587164"", ""16992416"", ""25864669""]",0,11,11
896400632,4,118.5,-0.329591304063797,2158650.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2566535282"", ""1717464030"", ""952112047"", ""16992416""]",0,4,4
397587164,13,127.3076923076923,-0.2704779872527489,2134310.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""7587032"", ""16992416""]",0,13,13
76376399,2,59.5,0.49244487285614014,2065418.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1717464030"", ""1379288282""]",0,2,2
2193094410,5,114.2,-0.3635767936706543,12803292.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""193725962"", ""18560045"", ""1379288282"", ""584797578""]",0,5,5
2552698171,2,61.5,-0.19967791438102722,2131859.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""15438913"", ""1367531""]",1,1,2
505309269,2,123.5,-0.5488787293434143,6722578.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""15438913"", ""249339016""]",1,1,2
310016294,2,118.5,-0.386196494102478,5629448.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads""]","[""15438913"", ""28784606""]",0,2,2
109065990,7,119.57142857142857,-0.44069543906620573,12789707.0,60,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""216798210"", ""787739868"", ""250084743"", ""2370914096"", ""948589416"", ""905019768"", ""383583763"", ""87558021"", ""25476815"", ""451610568"", ""1717016598"", ""1483418840"", ""2490105806"", ""110499349"", ""25100452"", ""1634128746"", ""359237331"", ""391741335"", ""112233246"", ""250338868"", ""2828697281"", ""109065990"", ""2152439431"", ""2256985338"", ""2732943264"", ""2902209786"", ""252694579"", ""58649310"", ""1023332719"", ""2826907218"", ""82800655"", ""390576798"", ""279683174"", ""538765846"", ""14305940"", ""2369318622"", ""1337411749"", ""804917785"", ""492957533"", ""2244943075"", ""449298797"", ""24787367"", ""471484737"", ""156772733"", ""2889295276"", ""115217320"", ""155602260"", ""529147778"", ""1000036514"", ""15549747"", ""23302751"", ""116081213"", ""1739650556"", ""39456357"", ""305259854"", ""2773566528"", ""494822288"", ""131596986"", ""75682950"", ""28672653""]",0,7,7
2582427774,5,68.0,-0.5726097583770752,6360208.0,4,0.8,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""2566535282"", ""87416722"", ""454099919"", ""2097571""]",4,1,5
543529717,2,134.0,-0.33026742935180664,6462962.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""275686563"", ""3108351""]",0,2,2
2918068353,2,78.5,-0.6521764993667603,6728183.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""275686563"", ""3022045469""]",1,1,2
18655567,2,136.5,-0.3603479266166687,12621290.0,16,0.5,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""59815635"", ""2962701754"", ""196341304"", ""1074436872"", ""310581147"", ""954391770"", ""149938650"", ""2920093727"", ""793346330"", ""1748080555"", ""2400634020"", ""2747150550"", ""65709071"", ""67221594"", ""2892349024"", ""788481151""]",1,1,2
793346330,2,116.0,-0.1724696159362793,12808999.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""53503202"", ""18655567""]",0,2,2
21043723,4,57.25,-0.2193177044391632,13058270.0,4,0.25,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""12004852"", ""15754281"", ""379481082"", ""807095""]",1,3,4
348301649,5,106.4,0.004370343685150146,12612820.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""5695632"", ""19259102""]",0,5,5
2856694188,2,136.0,-0.6283598244190216,2100792.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""852269288"", ""20159596""]",0,2,2
26302594,7,91.28571428571429,-0.22025309290204728,12627778.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""225235528"", ""40962194"", ""366066427"", ""807095""]",0,7,7
2912429401,10,76.7,-0.44420798420906066,2149801.0,4,0.2,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""407871140"", ""5402612"", ""7309052"", ""807095""]",2,8,10
44361097,24,95.33333333333333,-0.3199661423762639,12853815.0,39,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""228089048"", ""844057104"", ""93974172"", ""338968012"", ""416663701"", ""49245107"", ""1396857223"", ""482628166"", ""331105666"", ""67568556"", ""2396886176"", ""243323309"", ""412408929"", ""477683306"", ""368532118"", ""1941264979"", ""7768402"", ""2572556132"", ""324585833"", ""1361446477"", ""1670968050"", ""44361097"", ""372611338"", ""2711017410"", ""1615736210"", ""611949393"", ""351203752"", ""543228444"", ""50027047"", ""187245170"", ""217841225"", ""417560239"", ""2881168789"", ""359406750"", ""15754478"", ""318435893"", ""26841676"", ""33151368"", ""269494951""]",0,24,24
368196789,3,76.33333333333333,0.228572408358256,12829559.0,16,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""368196789"", ""107822040"", ""404460410"", ""291318651"", ""32764473"", ""18117617"", ""246054283"", ""461221248"", ""1509803635"", ""92486613"", ""39347474"", ""2740533298"", ""2727897656"", ""2893772003"", ""802446223"", ""2402972599""]",0,3,3
2252890903,37,112.72972972972973,0.11389993332527779,13198257.0,6,0.5675675675675675,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""9624742"", ""14224719"", ""3108351"", ""428333"", ""17001435"", ""5402612""]",21,16,37
81305054,3,118.66666666666667,-0.728225588798523,8547802.0,36,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""103079525"", ""1089688345"", ""26209222"", ""57366399"", ""44071849"", ""2281169706"", ""618893366"", ""1058096088"", ""2273636460"", ""51094429"", ""1693392673"", ""2257993742"", ""216110913"", ""3101709250"", ""153277522"", ""2988953009"", ""1727008657"", ""2457119346"", ""417862376"", ""2411925429"", ""633371822"", ""584122311"", ""248620495"", ""2919587314"", ""1890349608"", ""918865729"", ""2759447897"", ""365955722"", ""2514132154"", ""573856841"", ""1656989522"", ""121082517"", ""1662249475"", ""16660006"", ""563591448"", ""591868225""]",1,2,3
18441335,3,112.33333333333333,-0.3352506160736084,2175468.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""33315010"", ""38123342""]",0,3,3
452172857,5,132.0,-0.07518692016601562,13087012.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""16012783"", ""14090948""]",0,5,5
1220360485,13,109.23076923076923,-0.34072763186234695,7045360.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""16012783"", ""51241574""]",0,13,13
